"Date","Time","Temperature","Dew Point","Humidity","Wind","Wind Speed","Wind Gust","Pressure","Condition","Source Weather","Precipitation","Source Fire CA","Size","Containment","Structures Threatened","Structures Destroyed","Civilian Injuries","Civilian Fatalities","Structures Damaged","Firefighter Injuries"
"2025-01-06","01:53","55","35","47","CALM","0","0","29.97","Fair","2025-1-6","0.0",,,,,,,,,
"2025-01-06","02:53","55","34","45","CALM","0","0","29.96","Fair","2025-1-6","0.0",,,,,,,,,
"2025-01-06","03:53","51","37","59","CALM","0","0","29.96","Fair","2025-1-6","0.0",,,,,,,,,
"2025-01-06","04:53","52","33","49","CALM","0","0","29.96","Fair","2025-1-6","0.0",,,,,,,,,
"2025-01-06","05:53","50","36","59","CALM","0","0","29.95","Fair","2025-1-6","0.0",,,,,,,,,
"2025-01-06","06:53","50","35","57","CALM","0","0","29.95","Partly Cloudy","2025-1-6","0.0",,,,,,,,,
"2025-01-06","07:53","52","37","57","CALM","0","0","29.96","Partly Cloudy","2025-1-6","0.0",,,,,,,,,
"2025-01-06","08:53","54","33","45","E","6","0","29.96","Fair","2025-1-6","0.0",,,,,,,,,
"2025-01-06","09:53","59","33","38","SE","5","0","29.96","Fair","2025-1-6","0.0",,,,,,,,,
"2025-01-06","10:53","65","33","31","CALM","0","0","29.97","Fair","2025-1-6","0.0",,,,,,,,,
"2025-01-06","11:53","70","35","28","CALM","0","0","29.95","Fair","2025-1-6","0.0",,,,,,,,,
"2025-01-06","12:53","70","36","29","CALM","0","0","29.91","Fair","2025-1-6","0.0",,,,,,,,,
"2025-01-06","13:53","70","38","31","W","7","0","29.87","Partly Cloudy","2025-1-6","0.0",,,,,,,,,
"2025-01-06","14:53","67","45","45","W","9","0","29.86","Partly Cloudy","2025-1-6","0.0",,,,,,,,,
"2025-01-06","15:53","65","50","58","WSW","12","0","29.85","Partly Cloudy","2025-1-6","0.0",,,,,,,,,
"2025-01-06","16:53","62","54","75","SW","8","0","29.85","Partly Cloudy","2025-1-6","0.0",,,,,,,,,
"2025-01-06","17:53","60","54","80","W","7","0","29.86","Partly Cloudy","2025-1-6","0.0",,,,,,,,,
"2025-01-06","18:53","60","49","67","SW","3","0","29.84","Partly Cloudy","2025-1-6","0.0",,,,,,,,,
"2025-01-06","19:53","60","49","67","CALM","0","0","29.84","Mostly Cloudy","2025-1-6","0.0",,,,,,,,,
"2025-01-06","20:53","59","49","69","SSE","3","0","29.84","Mostly Cloudy","2025-1-6","0.0",,,,,,,,,
"2025-01-06","21:53","60","49","67","VAR","3","0","29.84","Mostly Cloudy","2025-1-6","0.0",,,,,,,,,
"2025-01-06","22:53","59","0","0","E","5","0","29.84","Mostly Cloudy","2025-1-6","0.0",,,,,,,,,
"2025-01-06","23:53","57","54","89","E","3","0","29.84","Mostly Cloudy","2025-1-6","0.0",,,,,,,,,
"2025-01-07","00:53","58","55","90","VAR","3","0","29.83","Mostly Cloudy","2025-1-6","0.0",,,,,,,,,
"2025-01-07","01:50","55","54","94","NE","3","0","29.81","Mostly Cloudy","2025-1-7","0.0",,,,,,,,,
"2025-01-07","01:53","55","53","93","CALM","0","0","29.80","Mostly Cloudy","2025-1-7","0.0",,,,,,,,,
"2025-01-07","02:53","53","51","93","CALM","0","0","29.80","Mostly Cloudy","2025-1-7","0.0",,,,,,,,,
"2025-01-07","03:53","53","51","93","SE","3","0","29.80","Fair","2025-1-7","0.0",,,,,,,,,
"2025-01-07","04:53","51","50","96","CALM","0","0","29.79","Mostly Cloudy","2025-1-7","0.0",,,,,,,,,
"2025-01-07","05:53","50","48","93","CALM","0","0","29.80","Partly Cloudy","2025-1-7","0.0",,,,,,,,,
"2025-01-07","06:53","51","48","89","SE","5","0","29.80","Partly Cloudy","2025-1-7","0.0",,,,,,,,,
"2025-01-07","07:53","50","48","93","CALM","0","0","29.82","Mostly Cloudy","2025-1-7","0.0",,,,,,,,,
"2025-01-07","08:53","52","50","93","SSE","3","0","29.83","Mostly Cloudy","2025-1-7","0.0",,,,,,,,,
"2025-01-07","09:53","57","50","77","E","3","0","29.85","Mostly Cloudy","2025-1-7","0.0",,,,,,,,,
"2025-01-07","10:53","65","37","36","N","10","0","29.85","Mostly Cloudy","2025-1-7","0.0",,,,,,,,,
"2025-01-07","11:06",,,,,,,,,,,"3490aec0-ebf7-4260-8b59-e062a0a276eb","10","0%","","","","","",""
"2025-01-07","11:11",,,,,,,,,,,"c7282357-507f-417b-8781-d5c331b4804b","10","0%","","","","","",""
"2025-01-07","11:18",,,,,,,,,,,"852ab978-22d5-480c-94e4-08b30c562d5c","10","0%","","","","","",""
"2025-01-07","11:26",,,,,,,,,,,"c9fde7f3-4311-4430-b7b2-fa79ccb07070","10","0%","","","","","",""
"2025-01-07","11:31",,,,,,,,,,,"7dd7c781-1339-4706-952f-428364b721a9","200","0%","","","","","",""
"2025-01-07","11:44",,,,,,,,,,,"c5603b20-88d1-4e41-aaa8-a5fc6e7440d0","200","0%","","","","","",""
"2025-01-07","11:49",,,,,,,,,,,"05b68c83-2b8b-4148-9331-15a474e4dc6c","200","0%","","","","","",""
"2025-01-07","11:53","69","34","27","NNE","23","30","29.85","Mostly Cloudy / Windy","2025-1-7","0.0",,,,,,,,,
"2025-01-07","12:00",,,,,,,,,,,"1f0beda0-aa77-441b-8733-c45f57173cb3","200","0%","","","","","",""
"2025-01-07","12:03",,,,,,,,,,,"bb097874-e194-4ea5-bb4a-964105068a7f","200","0%","","","","","",""
"2025-01-07","12:19",,,,,,,,,,,"1053edbc-3fa5-4f8e-b4a0-0734475ff981","200","0%","","","","","",""
"2025-01-07","12:20",,,,,,,,,,,"f1f627ee-609d-4927-b5b7-af0219f5f9dc","200","0%","","","","","",""
"2025-01-07","12:31",,,,,,,,,,,"e18d9f64-3b8d-4cf3-8170-8327b21a121b","200","0%","","","","","",""
"2025-01-07","12:37",,,,,,,,,,,"8d58d083-9aca-41e8-a972-9c7ef61744c2","200","0%","","","","","",""
"2025-01-07","12:53","71","35","27","NNE","14","29","29.83","Mostly Cloudy","2025-1-7","0.0",,,,,,,,,
"2025-01-07","13:24",,,,,,,,,,,"51d5995e-b2b6-4933-a735-c3e3b795524a","200","0%","","","","","",""
"2025-01-07","13:33",,,,,,,,,,,"5ac980bb-ca91-46e1-bdcf-aa519ac66d1b","200","0%","","","","","",""
"2025-01-07","13:34",,,,,,,,,,,"48eda7ff-06a1-4b68-b6e3-985038ffe9f6","200","0%","","","","","",""
"2025-01-07","13:53","71","36","28","NNE","14","26","29.80","Partly Cloudy","2025-1-7","0.0",,,,,,,,,
"2025-01-07","14:27",,,,,,,,,,,"82a05e51-4d6e-4e0d-980c-575e8c7a8a43","200","0%","","","","","",""
"2025-01-07","14:31",,,,,,,,,,,"18c0bcea-e812-4d2f-bbdc-c6829123385a","200","0%","","","","","",""
"2025-01-07","14:53","72","36","27","NNE","25","37","29.79","Partly Cloudy / Windy","2025-1-7","0.0",,,,,,,,,
"2025-01-07","15:34",,,,,,,,,,,"e95fc628-b1db-44ed-9b52-dbb4ee0e2dec","1,262","0%","","","","","",""
"2025-01-07","15:38",,,,,,,,,,,"5606554e-5f7b-4674-8cb0-99b4e58ee82f","1,262","0%","","","","","",""
"2025-01-07","15:53","71","36","28","NNE","25","33","29.80","Fair / Windy","2025-1-7","0.0",,,,,,,,,
"2025-01-07","16:06",,,,,,,,,,,"b5ee529b-be05-4c4a-8892-5463128f2c1d","1,262","0%","","","","","",""
"2025-01-07","16:07",,,,,,,,,,,"327dd411-c7e4-42af-b722-835b4d447e72","1,262","0%","","","","","",""
"2025-01-07","16:09",,,,,,,,,,,"35d197f7-e5db-4b63-a2fe-f0fe49b0a9f7","1,262","0%","","","","","",""
"2025-01-07","16:14",,,,,,,,,,,"baea4c8f-a5de-4131-a158-ceba96aab9b3","1,262","0%","","","","","",""
"2025-01-07","16:28",,,,,,,,,,,"7beb45b4-707f-43a3-b963-0430fff85c65","1,262","0%","","","","","",""
"2025-01-07","16:37",,,,,,,,,,,"0c00d094-84c8-41dc-a873-a3a84f2cf6be","1,262","0%","","","","","",""
"2025-01-07","16:53","70","35","28","NNE","21","36","29.79","Fair / Windy","2025-1-7","0.0",,,,,,,,,
"2025-01-07","16:56",,,,,,,,,,,"08b2802d-4220-492c-8639-84aaddd57d57","1,262","0%","","","","","",""
"2025-01-07","17:15",,,,,,,,,,,"e3f71846-157f-4236-84bf-561e492d982b","1,262","0%","","","","","",""
"2025-01-07","17:48",,,,,,,,,,,"32e4c07f-7293-446e-be59-5e951cc1693d","1,262","0%","","","","","",""
"2025-01-07","17:53","68","32","26","NNE","25","41","29.81","Fair / Windy","2025-1-7","0.0",,,,,,,,,
"2025-01-07","17:59",,,,,,,,,,,"e95f0e9a-946c-4b9b-9f98-5c1686025f74","1,262","0%","","","","","",""
"2025-01-07","18:25",,,,,,,,,,,"ce38a22f-2142-46ff-9857-06945ac3ad5c","1,262","0%","","","","","",""
"2025-01-07","18:53","67","32","27","NNE","21","31","29.84","Fair / Windy","2025-1-7","0.0",,,,,,,,,
"2025-01-07","19:53","66","32","28","NNE","29","43","29.87","Fair / Windy","2025-1-7","0.0",,,,,,,,,
"2025-01-07","20:19",,,,,,,,,,,"99aa37ff-b963-4243-b69b-bfcd56e15866","1,262","0%","","","","","",""
"2025-01-07","20:26",,,,,,,,,,,"72c54098-4ba9-4773-a8c2-0fab288a80e1","1,262","0%","","","","","",""
"2025-01-07","20:35",,,,,,,,,,,"85b5aaa4-68d2-4203-b1ec-1e38ef03b4e3","1,262","0%","","","","","",""
"2025-01-07","20:53","66","31","27","NNE","23","40","29.89","Fair / Windy","2025-1-7","0.0",,,,,,,,,
"2025-01-07","20:57",,,,,,,,,,,"bc8554dd-7a6a-4895-9113-ca2dcaae9b5f","1,262","0%","","","","","",""
"2025-01-07","21:23",,,,,,,,,,,"763d3907-8a9d-41b5-b636-2f7a9743fb0b","1,262","0%","","","","","",""
"2025-01-07","21:53","64","31","29","NNE","18","32","29.89","Fair","2025-1-7","0.0",,,,,,,,,
"2025-01-07","21:57",,,,,,,,,,,"27f886d7-d291-4d4f-8354-41ff1af68a0a","1,262","0%","","","","","",""
"2025-01-07","22:20",,,,,,,,,,,"edda6a19-bb87-4248-969f-83b8faf7f4c1","1,262","0%","","","","","",""
"2025-01-07","22:53","64","30","28","NNE","20","31","29.90","Fair","2025-1-7","0.0",,,,,,,,,
"2025-01-07","23:20","64","28","26","NNE","22","35","29.91","Partly Cloudy / Windy","2025-1-7","0.0",,,,,,,,,
"2025-01-07","23:53","64","28","26","NNE","20","40","29.92","Partly Cloudy","2025-1-7","0.0",,,,,,,,,
"2025-01-08","00:29",,,,,,,,,,,"32251c3b-8f86-4885-ba17-eb043f1a3b01","2,921","0%","","","","","",""
"2025-01-08","00:40",,,,,,,,,,,"a776384b-8da3-47c8-b870-37471e97fc9d","2,921","0%","","","","","",""
"2025-01-08","00:53","63","28","27","NNE","18","32","29.92","Partly Cloudy","2025-1-7","0.0",,,,,,,,,
"2025-01-08","01:53","62","27","26","NNE","14","23","29.91","Mostly Cloudy","2025-1-8","0.0",,,,,,,,,
"2025-01-08","02:53","61","27","27","N","10","0","29.93","Mostly Cloudy","2025-1-8","0.0",,,,,,,,,
"2025-01-08","03:53","62","27","26","NNE","9","22","29.93","Partly Cloudy","2025-1-8","0.0",,,,,,,,,
"2025-01-08","04:53","62","28","28","N","9","0","29.94","Mostly Cloudy","2025-1-8","0.0",,,,,,,,,
"2025-01-08","05:16",,,,,,,,,,,"ad9cf40f-79d4-4c7d-9153-800b20d093cd","2,921","0%","","","","","",""
"2025-01-08","05:53","63","28","27","NNE","9","20","29.92","Mostly Cloudy","2025-1-8","0.0",,,,,,,,,
"2025-01-08","06:49","61","27","27","ESE","12","18","29.95","Cloudy","2025-1-8","0.0",,,,,,,,,
"2025-01-08","06:53","62","28","28","E","12","25","29.95","Cloudy","2025-1-8","0.0",,,,,,,,,
"2025-01-08","07:53","62","29","29","VAR","5","0","29.97","Mostly Cloudy","2025-1-8","0.0",,,,,,,,,
"2025-01-08","08:19",,,,,,,,,,,"608f6503-3b2a-4035-b9ea-b33ef4d1e8a3","2,921","0%","","","","","",""
"2025-01-08","08:24",,,,,,,,,,,"6d3ad89e-e226-411e-9ef3-ee9e964f312d","2,921","0%","","","","","",""
"2025-01-08","08:53","60","27","28","WSW","8","0","30.00","Mostly Cloudy","2025-1-8","0.0",,,,,,,,,
"2025-01-08","08:54",,,,,,,,,,,"6d6dcb24-bdd7-4a16-ae25-39d6d4834ee7","2,921","0%","","","","","",""
"2025-01-08","09:43",,,,,,,,,,,"10d9b552-464e-41f7-af90-4be75dfec3d1","2,921","0%","","","","","",""
"2025-01-08","09:53","63","30","29","N","17","31","30.01","Mostly Cloudy","2025-1-8","0.0",,,,,,,,,
"2025-01-08","10:53","64","31","29","NNE","15","31","30.02","Mostly Cloudy","2025-1-8","0.0",,,,,,,,,
"2025-01-08","11:11",,,,,,,,,,,"a4cd7bc9-6231-4540-a913-ddb8eb394ba8","2,921","0%","","","","","",""
"2025-01-08","11:45",,,,,,,,,,,"6508d8bf-8842-4f55-9219-92857af743b1","11,802","0%","","","","","",""
"2025-01-08","11:53","66","33","29","NE","13","0","29.99","Mostly Cloudy","2025-1-8","0.0",,,,,,,,,
"2025-01-08","12:53","69","35","29","NNE","21","33","29.95","Mostly Cloudy / Windy","2025-1-8","0.0",,,,,,,,,
"2025-01-08","13:20",,,,,,,,,,,"e036276d-0216-48db-ac57-2f9a212b7ad3","15,832","0%","13,306","300","","","",""
"2025-01-08","13:23",,,,,,,,,,,"90c83ec8-f0db-4675-9078-47476f3800d0","15,832","0%","13,306","300","","","",""
"2025-01-08","13:53","72","38","29","N","17","26","29.93","Mostly Cloudy","2025-1-8","0.0",,,,,,,,,
"2025-01-08","14:53","73","39","29","N","16","25","29.92","Mostly Cloudy","2025-1-8","0.0",,,,,,,,,
"2025-01-08","14:54",,,,,,,,,,,"2c4564f8-6b0d-4c0d-bd4e-88fcdda9e6fd","15,832","0%","13,306","300","","","",""
"2025-01-08","15:04",,,,,,,,,,,"2e239e3e-84b1-4848-b433-4cd424331d82","15,832","0%","13,306","300","","","",""
"2025-01-08","15:53","73","39","29","N","14","23","29.91","Mostly Cloudy","2025-1-8","0.0",,,,,,,,,
"2025-01-08","16:53","72","38","29","N","10","23","29.92","Mostly Cloudy","2025-1-8","0.0",,,,,,,,,
"2025-01-08","17:07",,,,,,,,,,,"6891f1de-8ac6-47e1-bbdc-203bd71b4506","15,832","0%","13,306","300","","","",""
"2025-01-08","17:53","70","36","29","NNE","10","21","29.91","Mostly Cloudy","2025-1-8","0.0",,,,,,,,,
"2025-01-08","18:53","67","33","28","ENE","3","0","29.93","Partly Cloudy","2025-1-8","0.0",,,,,,,,,
"2025-01-08","19:53","66","34","30","NNW","10","0","29.94","Partly Cloudy","2025-1-8","0.0",,,,,,,,,
"2025-01-08","20:53","64","31","29","N","7","0","29.95","Fair","2025-1-8","0.0",,,,,,,,,
"2025-01-08","21:19",,,,,,,,,,,"0541eb43-d6c5-47dc-929a-a7f61ee8cb77","15,832","0%","13,306","300","","","",""
"2025-01-08","21:23",,,,,,,,,,,"5cf2f45e-0be0-4402-8ef6-af787fee0a5c","15,832","0%","13,306","300","","","",""
"2025-01-08","21:53","65","32","29","N","8","0","29.95","Mostly Cloudy","2025-1-8","0.0",,,,,,,,,
"2025-01-08","22:53","56","25","30","E","3","0","29.96","Partly Cloudy","2025-1-8","0.0",,,,,,,,,
"2025-01-08","23:10",,,,,,,,,,,"fb42ddab-8486-4dc5-be48-c6f1144a1647","17,234","0%","13,306","300","","","",""
"2025-01-08","23:53","59","23","25","CALM","0","0","29.96","Partly Cloudy","2025-1-8","0.0",,,,,,,,,
"2025-01-09","00:53","59","23","25","NNE","9","0","29.94","Partly Cloudy","2025-1-8","0.0",,,,,,,,,
"2025-01-09","01:53","56","21","26","NE","6","0","29.94","Partly Cloudy","2025-1-9","0.0",,,,,,,,,
"2025-01-09","02:53","54","19","25","ESE","5","0","29.95","Partly Cloudy","2025-1-9","0.0",,,,,,,,,
"2025-01-09","03:53","50","18","28","E","5","0","29.96","Partly Cloudy","2025-1-9","0.0",,,,,,,,,
"2025-01-09","04:38",,,,,,,,,,,"f71ac2cc-5e0b-4c27-937c-370d7d195aa7","17,234","0%","13,306","300","","","",""
"2025-01-09","04:39",,,,,,,,,,,"a41c83ae-6c49-4676-b872-29537bb59d4e","17,234","0%","13,306","300","","","",""
"2025-01-09","04:50","52","18","26","E","3","0","29.94","Mostly Cloudy","2025-1-9","0.0",,,,,,,,,
"2025-01-09","04:53","50","17","27","E","3","0","29.94","Mostly Cloudy","2025-1-9","0.0",,,,,,,,,
"2025-01-09","05:12","47","20","34","E","5","0","29.94","Mostly Cloudy","2025-1-9","0.0",,,,,,,,,
"2025-01-09","05:53","46","22","39","ESE","5","0","29.94","Mostly Cloudy","2025-1-9","0.0",,,,,,,,,
"2025-01-09","06:53","48","20","33","CALM","0","0","29.95","Partly Cloudy","2025-1-9","0.0",,,,,,,,,
"2025-01-09","07:53","48","20","33","ESE","3","0","29.96","Haze","2025-1-9","0.0",,,,,,,,,
"2025-01-09","08:11",,,,,,,,,,,"da7ed5a9-2a18-4627-a3a9-a8bd9dfaaddc","17,234","0%","13,306","300","","","",""
"2025-01-09","08:53","50","21","32","E","3","0","29.97","Haze","2025-1-9","0.0",,,,,,,,,
"2025-01-09","09:53","55","21","27","ESE","7","0","29.98","Haze","2025-1-9","0.0",,,,,,,,,
"2025-01-09","09:58",,,,,,,,,,,"167c614e-0fec-466b-8c9b-47296d9c1ee2","17,234","0%","13,306","34","","","",""
"2025-01-09","10:53","59","25","27","E","3","0","30.00","Mostly Cloudy","2025-1-9","0.0",,,,,,,,,
"2025-01-09","11:18",,,,,,,,,,,"8ef63fb2-aca0-424a-bf5a-78f4a61f3b8a","17,234","0%","13,306","","","","",""
"2025-01-09","11:53","63","28","27","SE","5","0","29.99","Haze","2025-1-9","0.0",,,,,,,,,
"2025-01-09","11:53",,,,,,,,,,,"6aa3cfa3-a65e-4c22-8410-d16f372ffed7","17,234","0%","13,306","","","","",""
"2025-01-09","12:29",,,,,,,,,,,"942cb060-2ee0-47e8-83fe-96e13b9d82e9","17,234","0%","13,306","","","","",""
"2025-01-09","12:53","67","33","28","N","6","0","29.97","Haze","2025-1-9","0.0",,,,,,,,,
"2025-01-09","13:34",,,,,,,,,,,"8e363ba8-5acb-42a8-91cd-da2a4c52981a","17,234","0%","13,306","","","","",""
"2025-01-09","13:53","64","39","40","W","7","0","29.94","Partly Cloudy","2025-1-9","0.0",,,,,,,,,
"2025-01-09","14:20",,,,,,,,,,,"dc201f6d-be59-48ab-b284-8e971c8ffb5f","17,234","0%","13,306","","","","",""
"2025-01-09","14:53","64","41","43","W","8","0","29.92","Partly Cloudy","2025-1-9","0.0",,,,,,,,,
"2025-01-09","15:53","63","44","50","W","8","0","29.92","Fair","2025-1-9","0.0",,,,,,,,,
"2025-01-09","16:53","63","39","41","WSW","7","0","29.93","Fair","2025-1-9","0.0",,,,,,,,,
"2025-01-09","17:37",,,,,,,,,,,"dcb282ff-c790-45f2-a00c-b348e0c5afac","17,234","0%","13,306","","","","",""
"2025-01-09","17:53","60","41","49","W","7","0","29.94","Fair","2025-1-9","0.0",,,,,,,,,
"2025-01-09","18:45",,,,,,,,,,,"fa3b85a7-14b9-4e01-ae37-8f6ee4e5fb27","19,978","6%","13,306","","","","",""
"2025-01-09","18:53","57","43","59","W","7","0","29.97","Fair","2025-1-9","0.0",,,,,,,,,
"2025-01-09","19:53","56","46","69","WSW","5","0","29.98","Fair","2025-1-9","0.0",,,,,,,,,
"2025-01-09","20:27",,,,,,,,,,,"25f0e468-5bab-42b1-a280-ae08dd5fcec9","19,978","6%","13,306","","","","",""
"2025-01-09","20:39",,,,,,,,,,,"7f14d43d-44b8-4e13-b86f-71970f7b1915","19,978","6%","13,306","","","","",""
"2025-01-09","20:53","55","48","77","SE","8","0","30.02","Fair","2025-1-9","0.0",,,,,,,,,
"2025-01-09","21:53","54","43","66","SE","3","0","30.05","Fair","2025-1-9","0.0",,,,,,,,,
"2025-01-09","22:53","54","36","51","NE","3","0","30.07","Fair","2025-1-9","0.0",,,,,,,,,
"2025-01-09","23:19",,,,,,,,,,,"7d05a66a-27c0-46d2-84d3-261870f8bd0c","19,978","6%","13,306","","","","",""
"2025-01-09","23:53","54","31","41","CALM","0","0","30.09","Fair","2025-1-9","0.0",,,,,,,,,
"2025-01-10","00:53","59","30","33","W","6","0","30.09","Fair","2025-1-9","0.0",,,,,,,,,
"2025-01-10","01:53","54","31","41","NNW","3","0","30.09","Fair","2025-1-10","0.0",,,,,,,,,
"2025-01-10","01:57",,,,,,,,,,,"d489bc47-25db-404a-a2e6-c5cc65814029","19,978","6%","13,306","","","","",""
"2025-01-10","02:53","50","29","44","CALM","0","0","30.11","Fair","2025-1-10","0.0",,,,,,,,,
"2025-01-10","03:53","48","28","46","CALM","0","0","30.12","Fair","2025-1-10","0.0",,,,,,,,,
"2025-01-10","04:53","49","31","50","CALM","0","0","30.12","Fair","2025-1-10","0.0",,,,,,,,,
"2025-01-10","05:24",,,,,,,,,,,"4ddc5a13-e1e2-417d-b72d-3fa0912402c0","19,978","6%","13,306","","","","",""
"2025-01-10","05:53","47","30","52","CALM","0","0","30.13","Fair","2025-1-10","0.0",,,,,,,,,
"2025-01-10","06:53","48","32","54","CALM","0","0","30.15","Fair","2025-1-10","0.0",,,,,,,,,
"2025-01-10","07:34",,,,,,,,,,,"9bf9fe16-bdc3-45f1-90b6-50d2b3d53067","19,978","8%","13,306","","","","",""
"2025-01-10","07:39",,,,,,,,,,,"0a5c3dac-a9d8-46ce-b1f8-00dd8f344242","20,438","8%","13,306","","","","",""
"2025-01-10","07:49",,,,,,,,,,,"644644fe-44c0-4e49-863e-557cc5a3ef10","19,978","8%","13,306","","","","",""
"2025-01-10","07:53","50","33","52","CALM","0","0","30.17","Fair","2025-1-10","0.0",,,,,,,,,
"2025-01-10","07:59",,,,,,,,,,,"a4d73f35-df69-4b8f-abb3-571c3f1ec26c","20,438","8%","13,306","","","","",""
"2025-01-10","08:00",,,,,,,,,,,"9842ff58-2480-4b98-8627-7a2ddb2cbd4e","20,438","8%","13,306","","","","",""
"2025-01-10","08:18",,,,,,,,,,,"02c02084-d2e0-452e-a722-cab3e2c246db","20,438","8%","13,306","","","","",""
"2025-01-10","08:33",,,,,,,,,,,"87fececc-b997-476d-8ec5-d15c5aaea879","20,438","8%","13,306","","","","",""
"2025-01-10","08:53","54","32","43","NNW","5","0","30.19","Fair","2025-1-10","0.0",,,,,,,,,
"2025-01-10","09:03",,,,,,,,,,,"f575d0b4-3364-4d8e-9d9a-c225bff3b0a0","20,438","8%","13,306","","","","",""
"2025-01-10","09:09",,,,,,,,,,,"db338829-c569-4773-85d9-7130491fe288","20,438","8%","13,306","","","","",""
"2025-01-10","09:20",,,,,,,,,,,"7729fa4d-aa30-476b-9190-f5ca977199eb","20,438","8%","13,306","","3","2","",""
"2025-01-10","09:36",,,,,,,,,,,"c9040285-0ce4-4c2d-9aa0-a01ed903f16d","20,438","8%","11,471","85","3","2","12",""
"2025-01-10","09:53","63","29","28","NW","3","0","30.19","Fair","2025-1-10","0.0",,,,,,,,,
"2025-01-10","10:26",,,,,,,,,,,"fcc87447-662c-4cdd-a35b-76de743b04fe","20,438","8%","11,471","","3","2","",""
"2025-01-10","10:43",,,,,,,,,,,"8eb5d58b-7eaf-4614-82f2-cbfe7f618631","20,438","8%","11,471","","3","2","",""
"2025-01-10","10:53","65","31","28","N","5","0","30.20","Fair","2025-1-10","0.0",,,,,,,,,
"2025-01-10","11:26",,,,,,,,,,,"f9f8ab8c-c828-4aa8-a69d-0ea5c1267487","20,438","8%","11,471","","3","2","",""
"2025-01-10","11:47",,,,,,,,,,,"7fe75226-8766-45a1-bdcf-066fa457185c","20,438","8%","11,471","","3","2","",""
"2025-01-10","11:53","67","33","28","CALM","0","0","30.19","Fair","2025-1-10","0.0",,,,,,,,,
"2025-01-10","12:08",,,,,,,,,,,"5e742794-b116-4c4a-8c27-7d3de040d046","20,438","8%","11,471","","3","3","",""
"2025-01-10","12:53","69","34","27","WSW","7","0","30.14","Fair","2025-1-10","0.0",,,,,,,,,
"2025-01-10","13:08",,,,,,,,,,,"bd3b6b35-0b27-4d60-99f7-e710c863fa23","20,438","8%","11,471","","3","3","",""
"2025-01-10","13:16",,,,,,,,,,,"da81f4d8-3e2e-4c97-a29a-afb34f11bea5","20,438","8%","11,471","","3","3","",""
"2025-01-10","13:53","69","33","26","W","9","0","30.12","Fair","2025-1-10","0.0",,,,,,,,,
"2025-01-10","14:33",,,,,,,,,,,"d5da79bf-29f0-41e4-9dbc-564542de86ac","21,317","8%","11,471","","3","3","",""
"2025-01-10","14:53","67","32","27","W","8","0","30.10","Fair","2025-1-10","0.0",,,,,,,,,
"2025-01-10","15:37",,,,,,,,,,,"1c43e9e6-b138-42f3-8b9b-cde143c61fe5","21,317","8%","11,471","","3","3","",""
"2025-01-10","15:53","68","32","26","SW","8","0","30.09","Partly Cloudy","2025-1-10","0.0",,,,,,,,,
"2025-01-10","16:53","65","37","36","S","5","0","30.09","Partly Cloudy","2025-1-10","0.0",,,,,,,,,
"2025-01-10","17:22",,,,,,,,,,,"aa58f54a-25c3-4944-b5ef-69e3fec02ac8","21,317","8%","11,471","","3","3","",""
"2025-01-10","17:24",,,,,,,,,,,"70760279-096e-4b0f-8a33-6eb0d759a430","21,317","8%","11,471","","3","3","",""
"2025-01-10","17:34",,,,,,,,,,,"ba90fbd0-d0d1-4665-9719-00c8436acb3b","21,317","8%","11,471","","3","3","",""
"2025-01-10","17:38",,,,,,,,,,,"b9e77dfb-a2e8-4637-8009-95d1c5d4176b","21,317","8%","11,471","","3","3","",""
"2025-01-10","17:53","63","40","43","SSE","3","0","30.08","Partly Cloudy","2025-1-10","0.0",,,,,,,,,
"2025-01-10","18:42",,,,,,,,,,,"6c78e8df-669e-4a25-b609-b6ec2748db98","21,317","8%","12,250","","3","3","",""
"2025-01-10","18:47",,,,,,,,,,,"a32adbdb-42fb-4c58-8d95-c53b8b36d39d","21,317","8%","12,250","","3","3","",""
"2025-01-10","18:53","62","40","44","NW","3","0","30.07","Fair","2025-1-10","0.0",,,,,,,,,
"2025-01-10","19:23",,,,,,,,,,,"40e61f50-9dc5-4887-9ad3-58712a00b140","21,317","8%","12,250","","3","3","",""
"2025-01-10","19:35",,,,,,,,,,,"87c9519f-dbb7-4066-81ba-566cd11fa60b","21,317","8%","12,250","","3","2","",""
"2025-01-10","19:37",,,,,,,,,,,"08443a75-b979-47c5-8ba2-29ffb10c3e35","21,317","8%","12,250","","3","2","",""
"2025-01-10","19:42",,,,,,,,,,,"bce96034-2215-4f43-8b39-a468a6e86490","21,317","8%","12,250","","3","2","",""
"2025-01-10","19:53","61","40","46","CALM","0","0","30.07","Fair","2025-1-10","0.0",,,,,,,,,
"2025-01-10","20:14",,,,,,,,,,,"b951e48c-1f2b-4031-82d1-a041e626ae08","21,317","8%","12,250","","3","2","",""
"2025-01-10","20:29",,,,,,,,,,,"6ae0d671-0026-4a79-9e3f-a6e5d9a281f5","21,317","8%","12,250","","3","2","",""
"2025-01-10","20:53","60","39","46","SSE","5","0","30.07","Partly Cloudy","2025-1-10","0.0",,,,,,,,,
"2025-01-10","21:53","60","35","39","W","12","0","30.05","Mostly Cloudy","2025-1-10","0.0",,,,,,,,,
"2025-01-10","21:58",,,,,,,,,,,"5866a8bf-7bc6-4dc6-8602-306a788b9a4f","21,317","8%","12,250","","3","2","",""
